"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"276","@JennPellegrino It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/ihAIXJ7cR4",FALSE,0,"JennPellegrino",2020-12-06 19:31:29,TRUE,"1335663905687924737","1335668202378993664","19218053","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"277","@BradTakei @GeorgeTakei It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/6CnZft91Z6",FALSE,0,"BradTakei",2020-12-06 19:31:15,TRUE,"1333787944486727685","1335668144027799555","240420946","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"278","@TMZ It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/IOPKPICwR8",FALSE,0,"TMZ",2020-12-06 19:31:00,TRUE,"1335665343797358607","1335668080916099073","16331010","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"279","@RealMattCouch @ksobiech81 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/5itrYZ2VZK",FALSE,0,"RealMattCouch",2020-12-06 19:30:52,TRUE,"1335644485783531520","1335668046355025920","601535938","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"280","@VanityFair It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/qC3SLKYF7w",FALSE,0,"VanityFair",2020-12-06 19:30:42,TRUE,"1335664380487364611","1335668006685343745","15279429","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"281","RT @bywirenews: U.S. President #DonaldTrump campaigned in #Georgia on Saturday for two #Republican senators at a rally that some in his par…",FALSE,0,NA,2020-12-06 19:30:41,FALSE,NA,"1335668000729395200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandyResist",3,TRUE,FALSE,NA,NA
"282","@AP It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/g0D0B1KVNy",FALSE,0,"AP",2020-12-06 19:30:08,TRUE,"1335666107223568394","1335667862057353216","51241574","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"283","@AP It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/PlGgNCmcXe",FALSE,0,"AP",2020-12-06 19:30:02,TRUE,"1335245491156774917","1335667837642317826","51241574","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"284","@AP @PGiannakouris It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/9sdX3oFkPV",FALSE,0,"AP",2020-12-06 19:29:55,TRUE,"1333901259737329664","1335667806801555456","51241574","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"285","@thedailybeast It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/mmLVHH3XBV",FALSE,0,"thedailybeast",2020-12-06 19:29:38,TRUE,"1335665341620506625","1335667734869204992","16012783","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"286","@EW It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/3lw8Ob8Npu",FALSE,0,"EW",2020-12-06 19:29:30,TRUE,"1335664068452118530","1335667701952335872","16312576","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"287","@united__UK It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/Tkm8mFj1Ql",FALSE,1,"united__UK",2020-12-06 19:29:20,TRUE,"1335666112160272386","1335667662873972737","1726098164","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"288","@AP_Europe @AP It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/l2Pl0UIrF6",FALSE,0,"AP_Europe",2020-12-06 19:29:13,TRUE,"1335637180904050689","1335667630150041600","834498430986809344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"289","@realDonaldTrump Oh my God, still going on...very sad #DonaldTrump #DonaldTrumpYoureFired #TrumpMeltdown… https://t.co/77LWRfYISB",FALSE,0,"realDonaldTrump",2020-12-06 19:29:07,TRUE,"1335663612954898434","1335667605810528256","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeRash",0,FALSE,FALSE,NA,NA
"290","@IngrahamAngle @QuakeMedia @mikepillsbury @claudiatenney @mgoodwin_nypost It is Not a Civil War! It is a Holy War!… https://t.co/pNlbpYEejw",FALSE,0,"IngrahamAngle",2020-12-06 19:29:03,TRUE,"1335664441027928065","1335667589087838209","50769180","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"291","@KeithLBrowns OBT #Chachi already spoke in #support of #DonaldTrump and pummeled the #Democrats. 

https://t.co/pAe4vohzwu",FALSE,0,"KeithLBrowns",2020-12-06 19:28:54,FALSE,"1335575274050777089","1335667553490907136","1691860748","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","One_Crazy_Ray",0,FALSE,FALSE,NA,NA
"292","@voguemagazine It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/X64F0ILkUg",FALSE,0,"voguemagazine",2020-12-06 19:28:53,TRUE,"1335664372165783554","1335667547606138881","136361303","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"293","@spirituallyemp1 @Dior It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/bJuq4FC1ya",FALSE,0,"spirituallyemp1",2020-12-06 19:28:46,TRUE,"1335440355437711361","1335667518413815808","1042796250880331776","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"294","@richsignorelli @PressSec You took the words right out of my mouth.....

GO AWAY #DonaldTrump and take your three ring circus with you.",FALSE,0,"richsignorelli",2020-12-06 19:28:36,FALSE,"1335666397423276034","1335667474650427394","1109045045649424386","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","frma_com",0,FALSE,FALSE,NA,NA
"295","@RedPilledisBACK @MissICU2 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/gwzQUftqzi",FALSE,1,"RedPilledisBACK",2020-12-06 19:28:36,TRUE,"1335648462881259520","1335667474369454081","1001059579730579457","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"296","@kepetrend It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/OSm8UqyX8p",FALSE,0,"kepetrend",2020-12-06 19:28:26,TRUE,"1322533906252398593","1335667432757706752","1302864712133046273","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"297","@thebradfordfile @ksobiech81 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/r2vSaZjjw4",FALSE,0,"thebradfordfile",2020-12-06 19:28:17,TRUE,"1335635312328970240","1335667398033043456","3406938525","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"298","@Jjc1Jerry It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/W02XPUQTKm",FALSE,0,"Jjc1Jerry",2020-12-06 19:28:12,TRUE,"1335665494896988160","1335667374670794752","607651527","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"299","@united__UK It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/8I7uhlnzQ0",FALSE,1,"united__UK",2020-12-06 19:28:06,TRUE,"1335664900442640384","1335667349752434688","1726098164","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"300","@SchmittNYC It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/wNccSU4TO7",FALSE,0,"SchmittNYC",2020-12-06 19:27:59,TRUE,"1335640798969401344","1335667319264178177","22869693","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"301","@gregkellyusa It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/wpONDPZgv0",FALSE,0,"gregkellyusa",2020-12-06 19:27:41,TRUE,"1335665623905472515","1335667244232105984","44385628","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"302","We can add @SecAzar to our list of Trump Liars...#DonaldTrump has NEVER said wearing a mask is patriotic. In fact h… https://t.co/rBGGSrZ4ED",FALSE,1,NA,2020-12-06 19:27:39,TRUE,NA,"1335667237017903104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JARosenberg12",0,FALSE,FALSE,NA,NA
"303","@ShabnamHamseda @thetoyman1 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/vTjuPmWFqg",FALSE,0,"ShabnamHamseda",2020-12-06 19:27:26,TRUE,"1335661383422259205","1335667182819102722","1213219563623440384","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"304","@GorroFavorite It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/ndKl4raNsg",FALSE,0,"GorroFavorite",2020-12-06 19:27:18,TRUE,"1322161301678821378","1335667151110172672","1309754597020282880","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"305","@DianeMo24012416 @JeremyM45190870 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax… https://t.co/QRDrhV2wPd",FALSE,0,"DianeMo24012416",2020-12-06 19:26:51,TRUE,"1335664808071315457","1335667035896889344","886269224481509376","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",1,FALSE,FALSE,NA,NA
"306","@Nevermoore82 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/7OA4z6N9ol",FALSE,0,"Nevermoore82",2020-12-06 19:26:44,TRUE,"1335641794466492416","1335667005773365248","1063683223","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"307","@hodgetwins It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/BVwnbqSSq7",FALSE,2,"hodgetwins",2020-12-06 19:26:39,TRUE,"1335665301245968384","1335666985611358208","18584875","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"308","@Joy_Villa It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/90nVkpLDQz",FALSE,0,"Joy_Villa",2020-12-06 19:26:31,TRUE,"1335665198745706497","1335666950039433216","63335631","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"309","@ZemteIncredible It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/KzwFP9QV1y",FALSE,0,"ZemteIncredible",2020-12-06 19:26:21,TRUE,"1333421586850869248","1335666909564391424","1321006443563118595","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"310","Trump: It is statistically impossible that person [me] led the charge lost...We won by a lot. We were winning by a… https://t.co/EMjGtEwx7k",FALSE,1,NA,2020-12-06 19:26:16,TRUE,NA,"1335666890732081153",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheDispatcherHQ",0,FALSE,FALSE,NA,NA
"311","@PiamentaShimon @KAG45Patriot It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/icjcuzsMjh",FALSE,0,"PiamentaShimon",2020-12-06 19:26:04,TRUE,"1335601204785778689","1335666840756895747","1226498751797301248","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"312","@timetravlnqte @ChiefLord999 @hucklebarely It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN… https://t.co/ezqBeJL4sC",FALSE,2,"timetravlnqte",2020-12-06 19:25:55,TRUE,"1335666249716490240","1335666802974605312","1259305671146614785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",1,FALSE,FALSE,NA,NA
"313","@realDonaldTrump The world knows you won #DonaldTrump",FALSE,0,"realDonaldTrump",2020-12-06 19:25:55,FALSE,"1335663612954898434","1335666800030310401","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnsno72690447",0,FALSE,FALSE,NA,NA
"314","@ChiefLord999 It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/kb2bFNna81",FALSE,0,"ChiefLord999",2020-12-06 19:25:49,TRUE,"1335663808396865544","1335666777108357120","1276065195610251264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"315","@RedHat It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/6xluAddRc5",FALSE,0,"RedHat",2020-12-06 19:25:45,TRUE,"1333453671552651264","1335666757327933440","14627400","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"316","@themojscandal It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/TzGNQ4IBWq",FALSE,0,"themojscandal",2020-12-06 19:25:33,TRUE,"1335511514858598400","1335666709982715905","1250868144211742723","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"317","@TMYKFacts It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/QWphunPhUY",FALSE,0,"TMYKFacts",2020-12-06 19:25:26,TRUE,"1335665138087714819","1335666679687180289","3421537581","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"318","@_missyc97_ It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley… https://t.co/IYK8zkcxnE",FALSE,0,"_missyc97_",2020-12-06 19:25:19,TRUE,"1335331504097013769","1335666650738126848","1083787499980374016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"319","Maybe Trump really isn't a sore loser? He's just extending the grift for as long as possible to raise cash for his… https://t.co/cfsn5wJvKN",FALSE,0,NA,2020-12-06 19:25:18,TRUE,NA,"1335666645537333251",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheDuckRefused",0,FALSE,FALSE,NA,NA
"320","@realDonaldTrump It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/CYM47H8oK5",FALSE,2,"realDonaldTrump",2020-12-06 19:25:12,TRUE,"1335663612954898434","1335666620413276161","25073877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"321","@GopoDiscovery It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/y68VNayeWE",FALSE,0,"GopoDiscovery",2020-12-06 19:25:01,TRUE,"1327246315089129472","1335666575991435264","1307379355484475392","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"322","@sunflxwervolsix It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox… https://t.co/9FWtXNqJ6f",FALSE,0,"sunflxwervolsix",2020-12-06 19:24:55,TRUE,"1335655614350053376","1335666549655445504","1228743291996459018","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"323","It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/p9jdC3clZM",FALSE,0,"HwdNumber1Rat",2020-12-06 19:24:01,TRUE,"1333843109629685761","1335666323888586752","1303976795268460546","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"324","RT @Roadmaster1253: THE BIDEN #coronavirus #COVID19 INCOMING TEAM LOOKED UNDER THE HOOD AT THE #DONALDTRUMP ADMINISTRATION 50 STATE PLAN AD…",FALSE,0,NA,2020-12-06 19:23:17,FALSE,NA,"1335666136822784003",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",1,TRUE,FALSE,NA,NA
"325","MOVING DAY IS COMING SOON! 

#saynotomask
#COVID #COVIDHOAX

#trump2020 #stopthesteal #trump #trumptrolls… https://t.co/i3pBsGJBeS",FALSE,0,NA,2020-12-06 19:23:02,TRUE,NA,"1335666074545741828",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HSMPClub",0,FALSE,FALSE,NA,NA
"326","My buddy Pete made this gem of a meme but doesn’t have social media so I’m using my platform to spread awareness… https://t.co/63uE5IMt5q",FALSE,3,NA,2020-12-06 19:22:41,TRUE,NA,"1335665987534786560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jimbobmom",0,FALSE,FALSE,NA,NA
"327","It is Not a Civil War! It is a Holy War! #JoeBiden #KamelaHarris #OANN #Newsmax #Fox #DrCharlesStanley #MAGA… https://t.co/AtpzMqPxu8",FALSE,0,NA,2020-12-06 19:22:38,TRUE,NA,"1335665976172429312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HwdNumber1Rat",0,FALSE,FALSE,NA,NA
"328","The Guardian: Why does Trump want to “pardon” his friends and children? https://t.co/1co5FOanNx via @@kwinews1 

#DonaldTrump",FALSE,1,NA,2020-12-06 19:22:25,FALSE,NA,"1335665921160048644",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kwinews1",1,FALSE,FALSE,NA,NA
"329","A low blow and pathetic, but typical of #DonaldTrump since he can’t be a man and concede https://t.co/clKOGSzypH",FALSE,0,NA,2020-12-06 19:21:34,FALSE,NA,"1335665707535753218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GovSherazKhan",0,FALSE,FALSE,NA,NA
"330","RT @Roadmaster1253: WHERE'S THE 1200 $ #Stimuluscheck #StimulusChecksNOW FOR THE POOR THE ELDERLY THE DISABLED AND HANDICAPPED THE HOMELESS…",FALSE,0,NA,2020-12-06 19:21:23,FALSE,NA,"1335665661427798017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",2,TRUE,FALSE,NA,NA
"331","RT @Roadmaster1253: WE ARE STILL UNDER #DonaldTrump s LOCKDOWN IT'S TRUMPS #Coronavirus #COVID19 PANDEMIC FAILURE RESPONSE HE COVERED IT UP…",FALSE,0,NA,2020-12-06 19:20:37,FALSE,NA,"1335665465440526337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",2,TRUE,FALSE,NA,NA
"332","RT @Roadmaster1253: THIS IS TRUMP'S LOCKDOWN THIS IS #TrumpVirus #DerangedDonald #DonTheCon #DonaldTrump @realDonaldTrump #FoxNews @FoxNews…",FALSE,0,NA,2020-12-06 19:20:32,FALSE,NA,"1335665444183830529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",2,TRUE,FALSE,NA,NA
"333","In a week the #ElectoralCollege meets. Already @JoeBiden has 288 electors. There is no path forward for… https://t.co/C0eg77Yy3y",FALSE,5,NA,2020-12-06 19:18:18,TRUE,NA,"1335664882251952132",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phuffdaddy",0,FALSE,FALSE,NA,NA
"334","RT @Roadmaster1253: WOW #JoeBiden s #coronavirus #COVID19 INCOMING TEAM AFTER LOKING DISCOVERED THAT THE #DonaldTrump ADMINISTRATION HAS NO…",FALSE,0,NA,2020-12-06 19:17:55,FALSE,NA,"1335664786340769794",NA,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","viralvideovlogs",5,TRUE,FALSE,NA,NA
"335","RT @Roadmaster1253: WOW #JoeBiden s #coronavirus #COVID19 INCOMING TEAM AFTER LOKING DISCOVERED THAT THE #DonaldTrump ADMINISTRATION HAS NO…",FALSE,0,NA,2020-12-06 19:17:54,FALSE,NA,"1335664783316688897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",5,TRUE,FALSE,NA,NA
"336","@BernieSanders Plus as #DonaldTrump pardons his co-conspirators on the way out the door, day one pardon all federal… https://t.co/gdz2UliAR8",FALSE,0,"BernieSanders",2020-12-06 19:17:40,TRUE,"1335662158420602880","1335664723644342275","216776631","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bollockchops81",0,FALSE,FALSE,NA,NA
"337","RT @Roadmaster1253: #DonaldTrump &amp; #seemaverma  DIRECTOR FOR MEDICAID &amp; MEDICARE SERVICES WHO OVERSEES ALL HOSPITALS &amp; NURSING HOMES IN THE…",FALSE,0,NA,2020-12-06 19:17:36,FALSE,NA,"1335664709132021761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",3,TRUE,FALSE,NA,NA
"338","RT @Roadmaster1253: THIS IS #Trumpsvirus IT SPIRALED OUT OF CONTROL BECAUSE #DONALDTRUMP PURPOSELY LIED &amp; COVERED IT UP  &amp; DOWNPLAYED THE…",FALSE,0,NA,2020-12-06 19:17:00,FALSE,NA,"1335664558028042240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",4,TRUE,FALSE,NA,NA
"339","RT @Roadmaster1253: #DONALDTRUMP PURPOSELY HELD BACK #COVID19 #CORONAVIRUS INFORMATION BACK IN  FEB
THAT IT WAS SPREADING THROUGH OUT THE U…",FALSE,0,NA,2020-12-06 19:16:37,FALSE,NA,"1335664460032339980",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",6,TRUE,FALSE,NA,NA
"340","RT @Roadmaster1253: #DONALDTRUMP &amp;HIS DIRECTOR FOR @CMS #seemaverma @SeemaCMS WHO'S FEDERAL AGENCY OVERSEES ALL NURSING HOMES IN THE U.S. P…",FALSE,0,NA,2020-12-06 19:16:17,FALSE,NA,"1335664376888635397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roadmaster1253",7,TRUE,FALSE,NA,NA
"341","Maybe, wait until he takes office? #CNN #DonaldTrump #JoeBiden https://t.co/6RdtYi6n9M",FALSE,0,NA,2020-12-06 19:13:45,FALSE,NA,"1335663740625174529",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","w1_aaron",0,FALSE,FALSE,NA,NA
"342","RT @Whippenz: #GeorgiaNeedsOssoff 
#GeorgiaNeedsWarnock 

❝Oh, shut up, silly woman, said the reptile with a grin
    You knew damn well I…",FALSE,0,NA,2020-12-06 19:12:56,FALSE,NA,"1335663532621377536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","npage321",12,TRUE,FALSE,NA,NA
"343","As #DonaldTrump’s presidency is fading away, and his bitterness is overflowing, he is turning into a promoter of ob… https://t.co/Ywcqj9kQMT",FALSE,0,NA,2020-12-06 19:12:31,TRUE,NA,"1335663427201724419",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YoavKarny",0,FALSE,FALSE,NA,NA
"344","@georgegalloway ""
Just because #DonaldTrump said there was #widespread #voter #fraud, it doesn't mean it isn't true… https://t.co/4o9S4JJY39",FALSE,0,"georgegalloway",2020-12-06 19:11:50,TRUE,"1335659233002450945","1335663255625342978","15484198","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dougalpollux",0,FALSE,FALSE,NA,NA
"345","The China threat. Watch @GordonGChang on what the U.S. should do: https://t.co/7tt576mH4L. @foxnews #foxnews #fox… https://t.co/jrsDrrfwit",FALSE,8,NA,2020-12-06 19:11:41,TRUE,NA,"1335663221064261636",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EricShawnTV",2,FALSE,FALSE,NA,NA
